"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"AP"	"deliverymethod"
"57762"	"Psytixol 40mg/2ml solution for injection ampoules (Mylan)"	"Flupentixol"	"20mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Flupentixol"	"Injection"
"58067"	"Quetiapine 125mg/5ml oral suspension"	"Quetiapine"	"25mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"58147"	"Olanzapine 10mg tablets (Zentiva)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"58425"	"Seroquel XL 50mg tablets (DE Pharmaceuticals)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"58492"	"Chlorpromazine 100mg tablets (Waymade Healthcare Plc)"	"Chlorpromazine"	"100mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"58702"	"Largactil 100mg tablets (Sanofi)"	"Chlorpromazine"	"100mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"58703"	"Largactil 50mg tablets (Sanofi)"	"Chlorpromazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"58821"	"Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"58822"	"Risperidone 4mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"58854"	"Olanzapine 10mg tablets (Actavis UK Ltd)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"58935"	"Tenprolide XL 400mg tablets (Actavis UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"58936"	"Tenprolide XL 50mg tablets (Actavis UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"59008"	"Prochlorperazine 3mg buccal tablets (Focus Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"59143"	"Olanzapine 2.5mg tablets (Teva UK Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"59215"	"Quetiapine 150mg tablets (Ranbaxy (UK) Ltd)"	"Quetiapine"	"150mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"59345"	"Sycrest 5mg sublingual tablets (Lundbeck Ltd)"	"Asenapine"	"5mg"	"Sublingual tablet"	"Sublingual"	"04020300"	"Asenapine"	"Oral"
"59548"	"Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"59593"	"Fluanxol 500microgram tablets (Lexon (UK) Ltd)"	"Flupentixol"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Flupentixol"	"Oral"
"59816"	"Psytixol 50mg/0.5ml solution for injection ampoules (Mylan)"	"Flupentixol"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Flupentixol"	"Injection"
"59829"	"Risperidone 3mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"59938"	"Levomepromazine 25mg/1ml solution for injection ampoules (Wockhardt UK Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"Levomepromazine"	"Injection"
"60250"	"Levomepromazine 3mg/5ml oral solution"	"Levomepromazine"	"600microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"60450"	"Promazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Promazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Promazine"	"Oral"
"60719"	"Levomepromazine 5mg/5ml oral solution"	"Levomepromazine"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"60782"	"Psytixol 20mg/1ml solution for injection ampoules (Mylan)"	"Flupentixol"	"20mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Flupentixol"	"Injection"
"60842"	"Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"60908"	"Chlorpromazine 10mg capsules"	"Chlorpromazine"	"10mg"	"Capsule"	"Oral"	"04020101/04065400"	"Chlorpromazine"	"Oral"
"60942"	"Haloperidol 5mg/5ml oral solution"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"60971"	"Prochlorperazine 3mg buccal tablets (A A H Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"61075"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Aripiprazole"	"Injection"
"61083"	"Levomepromazine 25mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"Levomepromazine"	"Injection"
"61103"	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine"	"15mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"61153"	"Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Chlorpromazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"61575"	"Ebesque XL 50mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"61592"	"Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"61650"	"Aripiprazole 400mg powder and solvent for suspension for injection vials"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Aripiprazole"	"Injection"
"61746"	"Ebesque XL 400mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"61747"	"Ebesque XL 300mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"61748"	"Ebesque XL 200mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"62115"	"Prochlorperazine 5mg tablets (Genesis Pharmaceuticals Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"62202"	"Amisulpride 50mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"62387"	"Lurasidone 37mg tablets"	"Lurasidone"	"37mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"62463"	"Latuda 37mg tablets (Sunovion Pharmaceuticals Europe Ltd)"	"Lurasidone"	"37mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"62517"	"Lurasidone 74mg tablets"	"Lurasidone"	"74mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"62531"	"Atrolak XL 400mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"62916"	"Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"62924"	"Lurasidone 18.5mg tablets"	"Lurasidone"	"18.5mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"62943"	"Biquelle XL 400mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63049"	"Biquelle XL 50mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63087"	"Biquelle XL 300mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63133"	"Biquelle XL 150mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63155"	"Olanzapine 7.5mg tablets (Actavis UK Ltd)"	"Olanzapine"	"7.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"63255"	"Risperidone 1mg tablets (Accord Healthcare Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"63351"	"Biquelle XL 200mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63359"	"Zaluron XL 300mg tablets (Fontus Health Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63363"	"Zaluron XL 400mg tablets (Fontus Health Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63364"	"Zaluron XL 200mg tablets (Fontus Health Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63389"	"Zaluron XL 50mg tablets (Fontus Health Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63494"	"Risperidone 500microgram orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"63511"	"Risperidone 1mg tablets (Actavis UK Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"63598"	"Amisulpride 400mg tablets (Zentiva)"	"Amisulpride"	"400mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"63601"	"Promazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Promazine"	"Oral"
"63615"	"Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"63797"	"Zaluron XL 150mg tablets (Fontus Health Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63818"	"Mintreleq XL 150mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"63833"	"Olanzapine 2.5mg tablets (Zentiva)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"63925"	"Mintreleq XL 50mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"64210"	"Latuda 74mg tablets (Sunovion Pharmaceuticals Europe Ltd)"	"Lurasidone"	"74mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"64216"	"Stelazine 5mg tablets (Imported (South Africa))"	"Trifluoperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"64484"	"Quetiapine 200mg/5ml oral suspension"	"Quetiapine"	"40mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"64493"	"Risperidone 1mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"64567"	"Pimozide 1mg tablets"	"Pimozide"	"1mg"	"Tablet"	"Oral"	"04020101"	"Pimozide"	"Oral"
"64639"	"Mintreleq XL 300mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"64673"	"Levomepromazine 10mg/5ml oral suspension"	"Levomepromazine"	"2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"64778"	"Sondate XL 150mg tablets (Teva UK Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"64957"	"Risperidone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"65137"	"Risperidone 500microgram tablets (Dexcel-Pharma Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"65174"	"Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"65246"	"Chlorpromazine 10mg/5ml oral suspension"	"Chlorpromazine"	"2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"65321"	"Risperidone 500microgram tablets (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"65449"	"Promazine 25mg tablets (Teva UK Ltd)"	"Promazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Promazine"	"Oral"
"65472"	"Risperidone 3mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"65493"	"Risperidone 1mg tablets (Wockhardt UK Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"65671"	"Aripiprazole 5mg tablets (Zentiva)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"65707"	"Olanzapine 20mg orodispersible tablets sugar free (Actavis UK Ltd)"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"65773"	"Aripiprazole 30mg tablets (Zentiva)"	"Aripiprazole"	"30mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"65843"	"Levomepromazine 6mg/5ml oral suspension"	"Levomepromazine"	"1.2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"65865"	"Levomepromazine 6.25mg/5ml oral suspension"	"Levomepromazine"	"1.25mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"65938"	"Quetiapine 25mg tablets (Ranbaxy (UK) Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"65944"	"Olanzapine 2.5mg tablets (Mylan)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"66255"	"Atrolak XL 200mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"66427"	"Quetiapine 25mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"66479"	"Aripiprazole 400mg powder and solvent for suspension for injection pre-filled syringes"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Aripiprazole"	"Injection"
"66652"	"Decazate 25mg/ml Injection (Berk Pharmaceuticals Ltd)"	"Fluphenazine"	"25mg/ml"	"Injection"	"Intramuscular"	"04020200"	"Fluphenazine"	"Injection"
"66990"	"Prochlorperazine 3mg buccal tablets (Alliance Healthcare (Distribution) Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"67247"	"Largactil 50mg tablets (Waymade Healthcare Plc)"	"Chlorpromazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"67334"	"Seroquel XL 50mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"67364"	"Haloperidol 5mg tablets (Crescent Pharma Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"67717"	"Latuda 18.5mg tablets (Sunovion Pharmaceuticals Europe Ltd)"	"Lurasidone"	"18.5mg"	"Tablet"	"Oral"	"04020102"	"Lurasidone"	"Oral"
"67747"	"Chlorpromazine 25mg tablets (Almus Pharmaceuticals Ltd)"	"Chlorpromazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"67765"	"Thioridazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Thioridazine"	"5mg/1ml"	"Oral solution"	"Oral"	"00000000"	"Thioridazine"	"Oral"
"67777"	"Pericyazine 2.5mg tablets (Zentiva)"	"Pericyazine"	"2.5mg"	"Tablet"	"Oral"	"04020101"	"Pericyazine"	"Oral"
"67799"	"Promazine 50mg/5ml oral suspension"	"Promazine"	"10mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Promazine"	"Oral"
"67805"	"Stelazine 1mg tablets (Imported (South Africa))"	"Trifluoperazine"	"1mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"67820"	"Chlorpromazine 100mg/5ml oral suspension"	"Chlorpromazine"	"20mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"68152"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Aripiprazole"	"Injection"
"68297"	"Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"68346"	"Zalasta 20mg tablets (Consilient Health Ltd)"	"Olanzapine"	"20mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"68347"	"Zalasta 5mg tablets (Consilient Health Ltd)"	"Olanzapine"	"5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"68375"	"Quetiapine 25mg tablets (Teva UK Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"68660"	"Loxapine 9.1mg/dose inhalation powder"	"Loxapine"	"9.1mg"	"Inhalation powder"	"Inhalation"	"04020100"	"Loxapine"	"Oral"
"68942"	"Prochlorperazine 5mg tablets (DE Pharmaceuticals)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"69121"	"Olanzapine embonate 405mg powder and solvent for suspension for injection vials"	"Olanzapine"	"405mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102/04020200"	"Olanzapine"	"Injection"
"69328"	"Risperidone 500microgram tablets (Wockhardt UK Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"69365"	"Haloperidol 1mg/ml sugar free Oral solution (Pinewood Healthcare)"	"Haloperidol"	"1mg/ml"	"Oral Solution"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"69511"	"Olanzapine 10mg tablets (Teva UK Ltd)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"69544"	"Atrolak XL 50mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"69635"	"Mintreleq XL 400mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"69637"	"Mintreleq XL 200mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"69674"	"Olanzapine 2.5mg/5ml oral solution"	"Olanzapine"	"500microgram/1ml"	"Oral solution"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"69787"	"Tenprolide XL 300mg tablets (Actavis UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"69836"	"Quetiapine 400mg/5ml oral suspension"	"Quetiapine"	"80mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70112"	"Haloperidol 200micrograms/ml oral solution sugar free"	"Haloperidol"	"200microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"70122"	"Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"70192"	"Quetiapine 20mg/ml oral suspension sugar free"	"Quetiapine"	"20mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70219"	"Olanzapine 5mg orodispersible tablets (Teva UK Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"70312"	"Quetiapine 200mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70313"	"Quetiapine 100mg tablets (DE Pharmaceuticals)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70367"	"Olanzapine 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"70415"	"Olanzapine 15mg tablets (Teva UK Ltd)"	"Olanzapine"	"15mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"70433"	"Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"70515"	"Levomepromazine 6mg/5ml oral solution"	"Levomepromazine"	"1.2mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"70542"	"Olanzapine 5mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"70584"	"Haloperidol 500micrograms/5ml oral solution"	"Haloperidol"	"100microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"70640"	"Olanzapine 12.5mg/5ml oral suspension"	"Olanzapine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"70684"	"Quetiapine 20mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Quetiapine"	"20mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70833"	"Sulpiride 400mg tablets (Wockhardt UK Ltd)"	"Sulpiride"	"400mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"70867"	"Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"70907"	"Seroquel 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"70992"	"Quetiapine 100mg tablets (Ranbaxy (UK) Ltd)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"71201"	"Levomepromazine 62.5mg/5ml oral suspension"	"Levomepromazine"	"12.5mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"71367"	"Olanzapine 5mg orodispersible tablets sugar free (Actavis UK Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"71382"	"Promazine 50mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Promazine"	"10mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Promazine"	"Oral"
"71387"	"Stelazine 5mg tablets (Lexon (UK) Ltd)"	"Trifluoperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"71389"	"Serdolect 20mg tablets (Lundbeck Ltd)"	"Sertindole"	"20mg"	"Tablet"	"Oral"	"04020100"	"Sertindole"	"Oral"
"71401"	"Droperidol 1mg capsules"	"Droperidol"	"1mg"	"Capsule"	"Oral"	"04065400"	"Droperidol"	"Oral"
"71415"	"Haloperidol 5mg/5ml oral suspension"	"Haloperidol"	"1mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"71421"	"Thioridazine 50mg/5ml oral suspension"	"Thioridazine"	"10mg/1ml"	"Oral suspension"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"71478"	"Olanzapine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"71481"	"Aripiprazole 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"71594"	"Aripiprazole 7.5mg/ml oral solution"	"Aripiprazole"	"7.5mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"71670"	"Olanzapine 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"71734"	"Zypadhera 405mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)"	"Olanzapine"	"405mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102/04020200"	"Olanzapine"	"Injection"
"72003"	"Levomepromazine 5mg/5ml oral suspension"	"Levomepromazine"	"1mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
